images,specs,category,product_type,brand,type,sku,normal_price,description,tags,link_tokopedia,link_whatsapp,image_1,image_2,image_3,image_4,slug,name
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRS460B_SBS__e6DfMnBuH.png?updatedAt=1631630720294 https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRS460B_SBS__2_gTllCH9y8.png?updatedAt=1631630721674 https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRS460B_SBS__3_V0KeY-khY.png?updatedAt=1631630720841,"[{""name"":""Berat"",""value"":""91 kg""},{""name"":""Panjang"",""value"":""636 mm""},{""name"":""Lebar"",""value"":""836 mm""},{""name"":""Tinggi"",""value"":""1780 mm""},{""name"":""Rated input selection/impedance"",""value"":""120 W""},{""name"":""Anti Bunga Es"",""value"":""Yes""},{""name"":""Pintu"",""value"":""Metal Door""},{""name"":""Cooling System"",""value"":""Tropical Cooling System""},{""name"":""Warna"",""value"":""Biru""},{""name"":""Capacity"",""value"":""450 L""},{""name"":""Jenis"",""value"":""Inverter Side By Side""},{""name"":""Refrigrant"",""value"":""R600a""},{""name"":""Ice Make"",""value"":""Yes (Ice Twist)""},{""name"":""Temperatur Digital"",""value"":""Electronic Temperature (Touch Control)""}]",Kulkas,Side By Side,Polytron,PRS460B,,7945000,<p>Kulkas Side by side Dengan interior yang ekstra luas memberikan Anda keleluasaan dalam menyimpan makanan. Eksterior pintu berbahan metal yang kuat dibalut warna biru yang elegan memberikan keindahan pada ruangan Anda</p>,"kulkas,sidebyside,2pintu,inverter",https://www.tokopedia.com/tokoeropa-1/polytron-prs-460b-kulkas-side-by-side-460-liter,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRS460B_SBS__e6DfMnBuH.png?updatedAt=1631630720294,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRS460B_SBS__2_gTllCH9y8.png?updatedAt=1631630721674,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRS460B_SBS__3_V0KeY-khY.png?updatedAt=1631630720841,,kulkas-side-by-side-polytron-prs460b,Kulkas Side By Side Polytron PRS460B
https://ik.imagekit.io/eropa/products/Nr_bb231q_s_pk_lBAJs89kT.png?updatedAt=1631631677066 https://ik.imagekit.io/eropa/products/panasonic_bb231q-removebg-preview_1__EmheFGX-c.png?updatedAt=1631631777134,"[{""name"":""Berat"",""value"":""42 kg""},{""name"":""Panjang"",""value"":""555 mm""},{""name"":""Lebar"",""value"":""624 mm""},{""name"":""Tinggi"",""value"":""1471 mm""},{""name"":""Rated input selection/impedance"",""value"":""236.9 kWh/year""},{""name"":""Power Supply"",""value"":""220 V/ 50 H""},{""name"":""Anti Bunga Es"",""value"":""Yes""},{""name"":""Pintu"",""value"":""Stainless Steel""},{""name"":""Warna"",""value"":""Sparkling Black, Shining Silver""},{""name"":""Capacity"",""value"":""230 L""},{""name"":""Jenis"",""value"":""ECONAVI, Inverter""},{""name"":""Refrigrant"",""value"":""R600a""},{""name"":""Ice Make"",""value"":""Yes (Ice Twist)""},{""name"":""Kapasitas Simpan"",""value"":""205 L""}]",Kulkas,2 Pintu,Panasonic,NRBB231QPK,,4978000,"<p><span style=""color: rgb(0, 0, 0); font-family: Roboto, RobotoDraft, Helvetica, Arial, sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Smart is the new beauty, Panasonic Bright &amp; Beauty Series dengan teknologi Prime Fresh dan sensor pintar Econavi. cara yang efektif dan efisien untuk hidup lebih baik</span>&nbsp;</p>","kulkas,2pintu,Panasonic",https://www.tokopedia.com/tokoeropa-1/panasonic-nr-bb231q-pk-kulkas-inverter-econavi-2-pintu-nrbb-231qpk,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Nr_bb231q_s_pk_lBAJs89kT.png?updatedAt=1631631677066,https://ik.imagekit.io/eropa/products/panasonic_bb231q-removebg-preview_1__EmheFGX-c.png?updatedAt=1631631777134,,,kulkas-2-pintu-panasonic-nrbb231qpk,Kulkas 2 Pintu Panasonic NRBB231QPK
https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI301S_TtefIY6Vu.png?updatedAt=1631635614701 https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI301S_2_GVyF76kqV.png?updatedAt=1631635678799,"[{""name"":""Berat"",""value"":""3 kg""},{""name"":""Panjang"",""value"":""250 mm""},{""name"":""Lebar"",""value"":""365 mm""},{""name"":""Tinggi"",""value"":""140 mm""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Jenis"",""value"":""Kompor 1 Tungku""},{""name"":""Jenis Api"",""value"":""Sun Burner""},{""name"":""Material"",""value"":""Ceflon""},{""name"":""Konsumsi Gas"",""value"":""1.9 kW (0.14 kg/h)""}]",Kompor & Peralatan Masak,1 Tungku,Rinnai,RI301S,,168500,"<p>Rinnai RI-301S merupakan kompor gas portabel dengan 1 tungku yang mudah untuk Anda bawa. Tidak perlu lagi repot memikirkan bagaimana Anda menyantap masakan saat sedang melakukan perjalanan keluarga.<br />DesainRinnai RI-301S dengan desain finishing berwarna hitam membuat dapur Anda terlihat lebih modern dan rapih, cocok untuk Anda yang memperhatikan keindahan dapur Anda.</p>
","Kompor,komporgas,kompor1tungku,1tungku,rinnai",https://www.tokopedia.com/tokoeropa-1/kompor-gas-1-tungku-rinnai-301s,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI301S_TtefIY6Vu.png?updatedAt=1631635614701,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI301S_2_GVyF76kqV.png?updatedAt=1631635678799,,,kompor-peralatan-masak-1-tungku-rinnai-ri301s,Kompor & Peralatan Masak 1 Tungku Rinnai RI301S
https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI522S_oEMCOIBhg.png?updatedAt=1631636325760 https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI522S_2_nDuTUOChn.png?updatedAt=1631636407237,"[{""name"":""Berat"",""value"":""6 kg""},{""name"":""Panjang"",""value"":""700 mm""},{""name"":""Lebar"",""value"":""378 mm""},{""name"":""Tinggi"",""value"":""149 mm""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Jenis"",""value"":""Kompor 2 Tungku""},{""name"":""Jenis Api"",""value"":"" Sun Burner""},{""name"":""Material"",""value"":""Ceflon""},{""name"":""Konsumsi Gas"",""value"":""1.9 – 1.9 kW (0.18 - 0.18kg/h)""}]",Kompor & Peralatan Masak,2 Tungku,Rinnai,RI522S,,309500,"<p>Dengan desain yang elegan, Rinnai Kompor Gas 2 Tungku - RI-522S mampu menambah kesan berkelas didapur Anda. Makanan cepat matang, dan hemat gas dengan model sun burner yang berwarna biru. Memungkinkan sekali untuk memasak lebih ekonomis dan efektif. Masak sedikit maupun banyak di setiap hari jadi tak khawatir lagi, karena hemat gas yang sama dengan hemat pembiayaan Rinnai Kompor Gas 2 Tungku ini menghadirkan model api &ldquo;Sun Burner&rdquo; yakni kualitas api yang efisien dan terbaik. Kompor gas seperti inilah yang seringkali dirilik oleh para Ibu rumah tangga.</p>","Kompor,komporgas,kompor2tungku,2tungku,rinnai",https://www.tokopedia.com/tokoeropa-1/kompor-rinnai-2-tungku-ri-522-s,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI522S_oEMCOIBhg.png?updatedAt=1631636325760,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI522S_2_nDuTUOChn.png?updatedAt=1631636407237,,,kompor-peralatan-masak-2-tungku-rinnai-ri522s,Kompor & Peralatan Masak 2 Tungku Rinnai RI522S
https://ik.imagekit.io/eropa/products/Kompor_Gas_MIYAKO_KG201C_dk8r3PbJs.png?updatedAt=1631636500964 https://ik.imagekit.io/eropa/products/Kompor_Gas_MIYAKO_KG201C_4_SViMakAgv.png?updatedAt=1631636501452 https://ik.imagekit.io/eropa/products/Kompor_Gas_MIYAKO_KG201C_3_1MilEXnEm.png?updatedAt=1631636502446,"[{""name"":""Berat"",""value"":""2 kg""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Jenis"",""value"":""Kompor 1 Tungku""},{""name"":""Jenis Api"",""value"":""ECO BURNER""},{""name"":""Material"",""value"":""STEEL, POWDER COATING\n""},{""name"":""Konsumsi Gas"",""value"":""2.9 KW""}]",Kompor & Peralatan Masak,1 Tungku,Miyako,KG201C,,136500,"<p>Merupakan kompor gas 1 tungku yang minimalis, jadi cocok untuk diletakan dimana saja pada dapur Anda. Memiliki body yang terbuat dari bahan stainless steel dengan sistem pengecatan powder coating yang menjadikan kompor mudah dibersihkan, mempercantik dapur dan tahan lebih lama. Kompor gas ini juga hemat dalam pemakaian gas, karena asupan gas yang dibutuhkan sebesar 2.9 kW.</p>
<p>Kompor gas KG-201 C memiliki pan support dengan 4 kaki penyangga sehingga membuat wadah memasak lebih stabil dan tidak mudah bergerak. Knob yang terbuat dari bahan polypropilene yang membuatnya lebih kuat, anti retak dan tahan panas. Rubber leg atau kaki kompor yang terbuat dari karet anti slip menjadikan kompor stabil dan tidak mudah bergerak. Selain itu kompor ini dapat menahan beban hingga 20 kg dalam satu kali memasak.</p>","Kompor,komporgas,kompor1tungku,1tungku,miyako",https://www.tokopedia.com/tokoeropa-1/miyako-kompor-gas-1-tungku-kg-201-c-kg201c,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kompor_Gas_MIYAKO_KG201C_dk8r3PbJs.png?updatedAt=1631636500964,https://ik.imagekit.io/eropa/products/Kompor_Gas_MIYAKO_KG201C_4_SViMakAgv.png?updatedAt=1631636501452,https://ik.imagekit.io/eropa/products/Kompor_Gas_MIYAKO_KG201C_3_1MilEXnEm.png?updatedAt=1631636502446,,kompor-peralatan-masak-1-tungku-miyako-kg201c,Kompor & Peralatan Masak 1 Tungku Miyako KG201C
https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI511A_sbHECnI_S.png?updatedAt=1631637043221 https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI511A_2_SVARIa5LP.png?updatedAt=1631637347893,"[{""name"":""Berat"",""value"":""2 kg""},{""name"":""Panjang"",""value"":""280 mm""},{""name"":""Lebar"",""value"":""380 mm""},{""name"":""Tinggi"",""value"":""144 mm""},{""name"":""Warna"",""value"":""Putih garis hitam""},{""name"":""Jenis"",""value"":""Kompor 1 Tungku""},{""name"":""Jenis Api"",""value"":""Api Besar""},{""name"":""Material"",""value"":""Stainless Steel""},{""name"":""Konsumsi Gas"",""value"":""3.8 kW (0.27 kg/h)""}]",Kompor & Peralatan Masak,1 Tungku,Rinnai,RI511A,,230000,"<p>Kompor gas satu tungku berkualitas tinggi. Kompor ini memiliki desain finishing berwarna silver stainless steel membuat dapur Anda terlihat lebih modern, cocok untuk Anda yang memperhatikan keindahan dapur Anda. Walaupun satu tungku, namun menggunakan api besar yang dapat membuat masakan matang merata dengan hasil yang sempurna. Kompor Rinnai telah dijamin kualitasnya dan juga keamanannya. Tungku terbuat dari stainless steel dengan kualitas terbaik, pipa gas juga dilapisi cat khusus yang tahan karat.</p>","Kompor,komporgas,kompor1tungku,1tungku,rinnai",https://www.tokopedia.com/tokoeropa-1/kompor-rinnai-ri511a,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI511A_sbHECnI_S.png?updatedAt=1631637043221,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI511A_2_SVARIa5LP.png?updatedAt=1631637347893,,,kompor-peralatan-masak-1-tungku-rinnai-ri511a,Kompor & Peralatan Masak 1 Tungku Rinnai RI511A
https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI522E_pDMTmbMrO.png?updatedAt=1631637519275,"[{""name"":""Berat"",""value"":""7 kg""},{""name"":""Panjang"",""value"":""700 mm""},{""name"":""Lebar"",""value"":""700 mm""},{""name"":""Tinggi"",""value"":""149 mm""},{""name"":""Warna"",""value"":""Putih corak biru""},{""name"":""Jenis"",""value"":""Kompor 2 Tungku""},{""name"":""Jenis Api"",""value"":""Api Ekonomis""},{""name"":""Material"",""value"":""Stainless Steel""},{""name"":""Konsumsi Gas"",""value"":""2.9 – 2.9 kW (0.21 – 0.21kg/h)""}]",Kompor & Peralatan Masak,2 Tungku,Rinnai,RI522E,,366500,"<p>Kompor gas dua tungku berkualitas tinggi. Kompor ini memiliki desain finishing berwarna silver stainless steel membuat dapur Anda terlihat lebih modern, cocok untuk Anda yang memperhatikan keindahan dapur Anda. Kompor ini menggunakan api ekonomis yang hemat gas dan dapat membuat masakan matang merata dengan hasil yang sempurna. Kompor Rinnai telah dijamin kualitasnya dan juga keamanannya. Tungku terbuat dari stainless steel dengan kualitas terbaik, pipa gas juga dilapisi cat khusus yang tahan karat</p>","Kompor,komporgas,kompor2tungku,2tungku,rinnai",https://www.tokopedia.com/tokoeropa-1/kompor-gas-2-tungku-rinnai-ri-522-e,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI522E_pDMTmbMrO.png?updatedAt=1631637519275,,,,kompor-peralatan-masak-2-tungku-rinnai-ri522e,Kompor & Peralatan Masak 2 Tungku Rinnai RI522E
https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI712BGX_PEcjI_-gJ.png?updatedAt=1631638122091 https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI712BGX_2_YNsT9rKnX.png?updatedAt=1631638196961,"[{""name"":""Berat"",""value"":""7 kg""},{""name"":""Panjang"",""value"":""720 mm""},{""name"":""Lebar"",""value"":""415 mm""},{""name"":""Tinggi"",""value"":""201 mm""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Jenis"",""value"":""Kompor 2 Tungku""},{""name"":""Jenis Api"",""value"":""Api Tornado""},{""name"":""Material"",""value"":""Anti Gores""},{""name"":""Konsumsi Gas"",""value"":""3.6 – 3.8 kW (0.26 – 0.27kg/h)""}]",Kompor & Peralatan Masak,2 Tungku,Rinnai,RI712BGX,,578000,"Kompor Gas 2 Tungku merupakan pilihan yang tepat bagi ibu rumah tangga. Memiliki api ekonomis yang membuat Anda semakin lebih leluasa memasak berbagai aneka ragam hidangan dalam jumlah yang banyak dan irit bahan bakar gas. Sehingga memasak untuk keluarga besar di setiap hari tak lagi khawatir, karena hemat gas.","Kompor,komporgas,kompor2tungku,2tungku,rinnai",https://www.tokopedia.com/tokoeropa-1/kompor-rinnai-2-tungku-ri-712-bgx,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI712BGX_PEcjI_-gJ.png?updatedAt=1631638122091,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI712BGX_2_YNsT9rKnX.png?updatedAt=1631638196961,,,kompor-peralatan-masak-2-tungku-rinnai-ri712bgx,Kompor & Peralatan Masak 2 Tungku Rinnai RI712BGX
https://ik.imagekit.io/eropa/products/Water_Heater_MODENA_ES10CS_NVAviO91B.png?updatedAt=1631639582856 https://ik.imagekit.io/eropa/products/modena_10cs_DgG4FDTip.png?updatedAt=1631639583253,"[{""name"":""Berat"",""value"":""8 kg""},{""name"":""Panjang"",""value"":""350 mm""},{""name"":""Lebar"",""value"":""350 mm""},{""name"":""Tinggi"",""value"":""385 mm""},{""name"":""Rated input selection/impedance"",""value"":""200 W""},{""name"":""Warna"",""value"":""Putih Abu""},{""name"":""Capacity"",""value"":""10 L""},{""name"":""Jenis"",""value"":""Elektrik""},{""name"":""Material"",""value"":""TITANIUM PORCELAIN ENAMEL COATING""},{""name"":""Temperature"",""value"":""Max 65°C""},{""name"":""Water Pressure Rate"",""value"":""0.75 Mpa""},{""name"":""Water Pipe Diameter"",""value"":""0.5 Inch""},{""name"":""Pengatur Temperatur"",""value"":""Yes""},{""name"":""Anti Karat"",""value"":""Yes""},{""name"":""Material Tangki"",""value"":""Steel""}]",Pemanas Air,Elektrik,Modena,ES10CS,,1926000,Water heater Modena dibuat dengan desain yang sangat baik. Bentuknya sangat minimalis sehingga bisa diletakkan di kamar mandi dengan ukuran yang kecil.,"Waterheater,modena,pemanasair,waterheaterlistrik",https://www.tokopedia.com/tokoeropa-1/water-heater-modena-es10cs,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Water_Heater_MODENA_ES10CS_NVAviO91B.png?updatedAt=1631639582856,https://ik.imagekit.io/eropa/products/modena_10cs_DgG4FDTip.png?updatedAt=1631639583253,,,pemanas-air-elektrik-modena-es10cs,Pemanas Air Elektrik Modena ES10CS
https://ik.imagekit.io/eropa/products/Water_Heater_MODENA_ES15CS_4smNWI9Tf.png?updatedAt=1631640009676 https://ik.imagekit.io/eropa/products/modena_15_cs_yqTh3Vo0_.png?updatedAt=1631640010180,"[{""name"":""Berat"",""value"":""11,2 kg""},{""name"":""Panjang"",""value"":""368 mm""},{""name"":""Lebar"",""value"":""340 mm""},{""name"":""Tinggi"",""value"":""368 mm""},{""name"":""Rated input selection/impedance"",""value"":""350 W""},{""name"":""Warna"",""value"":""Putih Abu""},{""name"":""Capacity"",""value"":""15 L ""},{""name"":""Jenis"",""value"":""Elektrik""},{""name"":""Material"",""value"":""TITANIUM PORCELAIN ENAMEL COATING""},{""name"":""Temperature"",""value"":""MAX 75 °C""},{""name"":""Water Pressure Rate"",""value"":""0.75 Mpa""},{""name"":""Water Pipe Diameter"",""value"":""0.5 Inch""},{""name"":""Pengatur Temperatur"",""value"":""Yes""},{""name"":""Anti Karat"",""value"":""Yes""},{""name"":""Material Tangki"",""value"":""Steel""}]",Pemanas Air,Elektrik,Modena,ES15CS,,2166000,Water heater Modena dibuat dengan desain yang sangat baik. Bentuknya sangat minimalis sehingga bisa diletakkan di kamar mandi dengan ukuran yang kecil.,"Waterheater,modena,pemanasair,waterheaterlistrik",https://www.tokopedia.com/tokoeropa-1/water-heater-modena-es15cs,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Water_Heater_MODENA_ES15CS_4smNWI9Tf.png?updatedAt=1631640009676,https://ik.imagekit.io/eropa/products/modena_15_cs_yqTh3Vo0_.png?updatedAt=1631640010180,,,pemanas-air-elektrik-modena-es15cs,Pemanas Air Elektrik Modena ES15CS
https://ik.imagekit.io/eropa/products/SHARP_VACUUM_CLEANER_EC-CW60_cJjT0yTvB.png?updatedAt=1631674106710 https://ik.imagekit.io/eropa/products/Vacuum_SHARP_EC_CW60_2_JWdvB5OkPCv.png?updatedAt=1631674105857 https://ik.imagekit.io/eropa/products/Vacuum_SHARP_EC_CW60_3_yd_Dokgpf.png?updatedAt=1631674105678,"[{""name"":""Berat"",""value"":""7 kg""},{""name"":""Panjang"",""value"":""23,8 cm""},{""name"":""Lebar"",""value"":""30,2 cm""},{""name"":""Tinggi"",""value"":""39,5 cm""},{""name"":""Rated input selection/impedance"",""value"":""600 W""},{""name"":""Power Supply"",""value"":""220 Volt / 50 Hz""},{""name"":""Warna"",""value"":""Merah""},{""name"":""Capacity"",""value"":""7,5 L""},{""name"":""Jenis"",""value"":""Basah dan Kering""},{""name"":""Panjang Kabel"",""value"":""4,5 M""},{""name"":""Aksesoris"",""value"":""Selang spiral flexibel = 1pcs., 3 Way nozzle (kepala vacuum 3 macam), Buku Petunjuk \u0026 Kartu Garansi.""}]",Penyedot Debu,Vakum,Sharp,ECCW60,,850000,"<p>Sharp EC-CW60 merupakan penyedot debu basah dan kering yang kuat namun hemat energi. Dengan kapasitas tabung penyimpanan 7.5 L serta panjang kabel 3 m memudahkan Anda untuk membersihkan kotoran dan debu yang tak terjangkau di tempat-tempat tertentu. Filternya pun mudah dicuci dan juga dibersihkan. Penyedot debu ini memiliki dua mode operasi yaitu penyedot dan peniup debu. Sharp EC-CW60 sangat efektif untuk memberihkan debu-debu di rumah Anda.</p>
<p>SHARP EC-CW60R tidak hanya bisa menghisap debu kering, tetapi juga dapat menghisap debu atau material basah seperti lumpur dan noda air yang menempel pada karpet atau lantai. Selain itu, ada juga fitur blower yang dapat membersihkan debu di sela-sela jendela.</p>","Penyedotdebu,vacuum,sharp",https://www.tokopedia.com/tokoeropa-1/vacuum-sharp-eccw60,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/SHARP_VACUUM_CLEANER_EC-CW60_cJjT0yTvB.png?updatedAt=1631674106710,https://ik.imagekit.io/eropa/products/Vacuum_SHARP_EC_CW60_2_JWdvB5OkPCv.png?updatedAt=1631674105857,https://ik.imagekit.io/eropa/products/Vacuum_SHARP_EC_CW60_3_yd_Dokgpf.png?updatedAt=1631674105678,,penyedot-debu-vakum-sharp-eccw60,Penyedot Debu Vakum Sharp ECCW60
https://ik.imagekit.io/eropa/products/Vacuum_MODENA_VC2125_VcFR0N0Me.png?updatedAt=1631675727386 https://ik.imagekit.io/eropa/products/Vacuum_MODENA_VC2125_3_4rw2RaL9wsr.png?updatedAt=1631675726628 https://ik.imagekit.io/eropa/products/Vacuum_MODENA_VC2125_2_eiO_vUxHa.png?updatedAt=1631675726228,"[{""name"":""Berat"",""value"":""5,1 kg""},{""name"":""Panjang"",""value"":""295 mm""},{""name"":""Lebar"",""value"":""408 mm""},{""name"":""Tinggi"",""value"":""270 mm""},{""name"":""Rated input selection/impedance"",""value"":""400 - 1200 W""},{""name"":""Power Supply"",""value"":""220 Volt / 50 Hz""},{""name"":""Warna"",""value"":""Merah""},{""name"":""Capacity"",""value"":""2 L""},{""name"":""Jenis"",""value"":""Kering dan Cyclone""},{""name"":""Panjang Kabel"",""value"":""4,5 M""},{""name"":""Aksesoris"",""value"":""2 NOZZLES, 1 SET FLEXIBLE HOSE, 1 SET TELESCOPIC STAINLESS TUBE""},{""name"":""Noise Level"",""value"":""82 dBa""},{""name"":""Vacuum Pressure"",""value"":""23 Kpa""}]",Penyedot Debu,Vakum,Modena,VC2125,,1016500,"MODENA Vacuum Cleaner Preciso - VC 2125 hadir dengan desain elegan membuat Anda nyaman menggunakannya. Vacuum cleaner ini terbuat dari material berkualitas tinggi dengan beraga yang canggih dan ramah lingkungan. Vacuum cleaner Preciso - VC 2125 dilengkapi dengan beragam fitur dan filter yang memiliki kemampuan untuk menyaring debu, kotoran hingga kuman dengan ukuran tekecil. Penyedot debu ini juga memiliki kapasitas tangki yang lebih besar, sehingga mampu menampung debu dan kotoran lebih banyak.
","Penyedotdebu,vacuum,modena",https://www.tokopedia.com/tokoeropa-1/vacuum-cleaner-preciso-modena-vc-2125,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Vacuum_MODENA_VC2125_VcFR0N0Me.png?updatedAt=1631675727386,https://ik.imagekit.io/eropa/products/Vacuum_MODENA_VC2125_3_4rw2RaL9wsr.png?updatedAt=1631675726628,https://ik.imagekit.io/eropa/products/Vacuum_MODENA_VC2125_2_eiO_vUxHa.png?updatedAt=1631675726228,,penyedot-debu-vakum-modena-vc2125,Penyedot Debu Vakum Modena VC2125
https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP160_MguYX78-7.png?updatedAt=1631762946585 https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP160_3_0Vs0JIvLXJe.png?updatedAt=1631762947029,"[{""name"":""Berat"",""value"":""9 kg""},{""name"":""Panjang"",""value"":""445 mm""},{""name"":""Lebar"",""value"":""238 mm""},{""name"":""Tinggi"",""value"":""680 mm""},{""name"":""Rated input selection/impedance"",""value"":""70 W""},{""name"":""Power Supply"",""value"":""220V/50Hz""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Jenis"",""value"":""Air Purifier dilengkapi Sterilizer""},{""name"":""Noise Level"",""value"":""34 dB""},{""name"":""Cakupan Area"",""value"":""60 m2""},{""name"":""Hepa Filter"",""value"":""Yes""},{""name"":""Clean Air Delivery Rate Cadr"",""value"":""282 CFM (483 m3 / h)""},{""name"":""Uv Lamp"",""value"":""Yes""}]",Kesehatan,Air Purifier,Polytron,PAP160,,3496000,"6 langkah penyaringan partikel kuman & bakteri hingga menghasilkan udara yang bersih. Filter change indicator yang otomatis akan menginformasikan waktu untuk penggantian filter setelah lebih dari 4.000 jam pemakaian. UV-C lamp yang memiliki energi UV-C 11.962 uj/cm2 dapat menon-aktifkan dan membunuh 99,99% Virus Influenza, Bakteri Smallpox dan Tuberculosis dalam waktu 1 menit. Polytron Air Purifier memiliki CADR sampai dengan 282 CFM (483m3/h) yang menunjukkan kelayakan untuk digunakan sesuai dengan ukuran ruangan yang dianjurkan. Proses mudah untuk penggantian filter agar tetap bersih dan terjaga","Airpurifier,Sterilizer,Uvlamp,HEPAfilter,airprufierpolytron,polytron",https://www.tokopedia.com/tokoeropa-1/air-purifier-polytron-pap160-pap-160-pap-160,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP160_MguYX78-7.png?updatedAt=1631762946585,https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP160_3_0Vs0JIvLXJe.png?updatedAt=1631762947029,,,kesehatan-air-purifier-polytron-pap160,Kesehatan Air Purifier Polytron PAP160
https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP125_pCen23nt0.png?updatedAt=1631763726132 https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP125_2_O1kIOjxCK.png?updatedAt=1631763728639 https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP125_3__PF42LMRE7b.png?updatedAt=1631763727828,"[{""name"":""Berat"",""value"":""5 kg""},{""name"":""Lebar"",""value"":""235 mm""},{""name"":""Tinggi"",""value"":""492 mm""},{""name"":""Rated input selection/impedance"",""value"":""35 W""},{""name"":""Power Supply"",""value"":""220V / 50Hz""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Jenis"",""value"":""Air Purifier""},{""name"":""Noise Level"",""value"":""31 dB""},{""name"":""Cakupan Area"",""value"":""25 m2""},{""name"":""Hepa Filter"",""value"":""Yes""},{""name"":""Clean Air Delivery Rate Cadr"",""value"":""135 CFM (229 m3 / jam)""},{""name"":""Uv Lamp"",""value"":""Yes""}]",Kesehatan,Air Purifier,Polytron,PAP125,,1597500,"<p>Fitur : <br />- Filter HEPA Menjebak partikel, alergen, serbuk sari, debu, asap, dan bulu hewan peliharaan. <br />- Lampu UV Lampu UV membunuh bakteri atau virus dan kuman. <br />- Panel Sentuh Kapasitif Yes. <br />- Filter Karbon Membantu mengurangi bau busuk<br />- Sensor Kualitas Udara Untuk menunjukkan kualitas udara dan dengan fungsi otomatis</p>
","Airpurifier,HEPAfilter,airprufierpolytron,polytron",https://www.tokopedia.com/tokoeropa-1/air-purifier-polytron-pap125-pap-125-pap-125,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP125_pCen23nt0.png?updatedAt=1631763726132,https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP125_2_O1kIOjxCK.png?updatedAt=1631763728639,https://ik.imagekit.io/eropa/products/Air_Purifyer_POLYTRON_PAP125_3__PF42LMRE7b.png?updatedAt=1631763727828,,kesehatan-air-purifier-polytron-pap125,Kesehatan Air Purifier Polytron PAP125
